datetime,temperature_fore_ch,temperature_fore_fr,temperature_fore_de,temperature_fore_it
2019-01-01 01:00:00,4.1067,5.9729,7.4268,4.0281
2019-01-01 07:00:00,1.7595,5.5398,6.3425,2.7281
2019-01-01 13:00:00,4.8823,8.6471,7.4596,7.7386
2019-01-01 19:00:00,3.1899,6.7846,5.2598,3.9186
2019-01-02 01:00:00,4.0144,6.4055,4.1154,3.5786
2019-01-02 07:00:00,1.1765,4.3653,2.9815,5.7586
2019-01-02 13:00:00,4.6479,7.5574,4.2769,10.9684
2019-01-02 19:00:00,1.1906,4.5087,0.9096,6.8884
2019-01-03 01:00:00,0.0751,2.5589,-1.4108,5.4884
2019-01-03 07:00:00,-1.6778,1.3214,-1.0364,0.5084
2019-01-03 13:00:00,2.026,6.0339,2.4627,8.0754
2019-01-03 19:00:00,-0.4715,3.7045,-0.0868,0.9354
2019-01-04 01:00:00,0.2398,1.4714,-0.6485,-1.4046
2019-01-04 07:00:00,-0.5695,1.2227,0.5836,-2.6446
2019-01-04 13:00:00,3.322,5.5376,3.0349,6.1417
2019-01-04 19:00:00,-0.456,3.4969,3.7087,1.6217
2019-01-05 01:00:00,0.5125,2.946,4.6812,-1.3183
2019-01-05 07:00:00,0.4257,2.0252,5.5124,-1.4383
2019-01-05 13:00:00,1.8619,6.2139,6.4839,6.2018
2019-01-05 19:00:00,1.6404,4.9772,4.6948,3.7218
2019-01-06 01:00:00,2.4814,4.4999,3.467,0.9218
2019-01-06 07:00:00,2.0047,3.1732,2.2995,2.9418
2019-01-06 13:00:00,4.0944,6.6915,4.1374,11.6246
2019-01-06 19:00:00,2.2654,5.1611,3.7705,6.1446
2019-01-07 01:00:00,2.3924,5.6182,3.1076,2.5646
2019-01-07 07:00:00,1.852,3.8939,3.1469,-0.0954
2019-01-07 13:00:00,4.1913,8.0576,5.4853,7.4529
2019-01-07 19:00:00,2.1738,6.686,5.0021,0.5329
2019-01-08 01:00:00,2.5932,6.6164,5.9132,-0.5671
2019-01-08 07:00:00,2.2019,7.2525,5.419,0.1129
2019-01-08 13:00:00,4.3715,9.321,6.2268,4.3878
2019-01-08 19:00:00,2.3215,7.0846,3.8311,2.6878
2019-01-09 01:00:00,3.4302,5.6918,3.5968,1.0878
2019-01-09 07:00:00,0.8339,4.789,2.3129,2.7478
2019-01-09 13:00:00,2.7782,7.139,2.9716,8.0223
2019-01-09 19:00:00,-0.4152,4.2072,2.1148,3.7023
2019-01-10 01:00:00,-0.2045,3.3001,1.6793,3.4423
2019-01-10 07:00:00,-0.9944,1.1184,0.6148,1.3023
2019-01-10 13:00:00,1.0706,5.7385,1.8219,8.9343
2019-01-10 19:00:00,-0.2208,3.686,0.2291,3.5943
2019-01-11 01:00:00,-0.3988,2.8083,0.2598,0.3143
2019-01-11 07:00:00,-2.1396,2.0725,0.6507,-1.5057
2019-01-11 13:00:00,1.1102,6.4836,3.062,7.2237
2019-01-11 19:00:00,-0.3833,5.5445,4.2948,2.3637
2019-01-12 01:00:00,0.3963,4.7924,4.3912,-0.5363
2019-01-12 07:00:00,0.5575,4.6944,4.3396,-2.0563
2019-01-12 13:00:00,2.9417,8.5541,5.4481,5.9563
2019-01-12 19:00:00,2.811,7.9156,5.1129,2.2763
2019-01-13 01:00:00,2.9791,8.564,5.61,0.4163
2019-01-13 07:00:00,2.8487,8.6072,5.7019,0.0763
2019-01-13 13:00:00,4.5631,11.4277,6.9866,9.3642
2019-01-13 19:00:00,5.5213,9.9739,7.3192,3.8442
2019-01-14 01:00:00,6.9799,10.173,6.0242,4.4842
2019-01-14 07:00:00,4.3784,8.3478,3.5145,5.7842
2019-01-14 13:00:00,6.1398,10.834,3.7075,13.8997
2019-01-14 19:00:00,3.1726,7.5607,1.4642,8.5197
2019-01-15 01:00:00,2.7661,6.7992,1.9929,8.6797
2019-01-15 07:00:00,0.9112,4.7379,2.0745,3.0197
2019-01-15 13:00:00,5.5335,9.6703,5.2545,12.2329
2019-01-15 19:00:00,1.6749,6.2239,5.7219,5.9729
2019-01-16 01:00:00,-0.0632,4.1034,6.012,3.5129
2019-01-16 07:00:00,-1.4412,2.4517,4.7245,2.4729
2019-01-16 13:00:00,4.855,8.6794,6.3515,11.842
2019-01-16 19:00:00,0.6765,7.6056,4.5876,7.842
2019-01-17 01:00:00,2.0908,7.9659,4.3102,8.562
2019-01-17 07:00:00,3.1292,6.8159,4.6739,6.582
2019-01-17 13:00:00,6.0461,9.3895,6.4667,9.3515
2019-01-17 19:00:00,1.8431,5.1018,2.9639,6.8715
2019-01-18 01:00:00,1.7516,2.5537,1.5338,6.9515
2019-01-18 07:00:00,-2.0387,0.879,-1.5073,4.7715
2019-01-18 13:00:00,2.9361,5.7621,1.8007,11.0424
2019-01-18 19:00:00,-0.4141,3.1403,-0.284,7.3024
2019-01-19 01:00:00,-2.0678,0.7305,-0.864,6.5224
2019-01-19 07:00:00,-2.7321,0.1738,-2.6911,5.0024
2019-01-19 13:00:00,1.2263,4.7815,1.234,7.977
2019-01-19 19:00:00,-1.6824,4.0856,-2.1878,3.697
2019-01-20 01:00:00,-2.2103,3.4328,-4.3584,2.117
2019-01-20 07:00:00,-1.5154,2.5938,-5.5985,1.797
2019-01-20 13:00:00,1.9192,5.7367,-0.4847,8.077
2019-01-20 19:00:00,-0.0972,4.2513,-3.0692,5.397
2019-01-21 01:00:00,0.2089,1.8597,-4.0932,1.617
2019-01-21 07:00:00,-1.8721,-1.2978,-4.1812,1.757
2019-01-21 13:00:00,1.9998,3.7734,-1.407,7.5842
2019-01-21 19:00:00,-0.2452,0.7159,-2.8758,3.6642
2019-01-22 01:00:00,-0.5357,-0.3809,-3.497,1.2842
2019-01-22 07:00:00,-1.4922,0.0192,-3.706,0.5842
2019-01-22 13:00:00,0.5197,3.413,-1.0239,6.2618
2019-01-22 19:00:00,-2.0617,2.4347,-3.1515,2.0618
2019-01-23 01:00:00,-2.3389,2.2018,-4.2019,0.0618
2019-01-23 07:00:00,-2.4528,0.7297,-5.0365,0.3418
2019-01-23 13:00:00,1.0662,3.1276,-3.2152,5.0827
2019-01-23 19:00:00,-1.6801,1.7804,-4.8585,2.4027
2019-01-24 01:00:00,-0.3012,1.1698,-4.0057,2.8627
2019-01-24 07:00:00,-1.7255,-0.0334,-5.4406,0.4627
2019-01-24 13:00:00,0.4599,3.0284,-3.4949,6.5006
2019-01-24 19:00:00,-1.844,1.9642,-3.4909,3.1606
2019-01-25 01:00:00,-2.1428,1.3325,-4.138,1.1206
2019-01-25 07:00:00,-3.9601,1.4578,-4.0851,1.0406
2019-01-25 13:00:00,0.8469,4.9572,-2.3348,8.2818
2019-01-25 19:00:00,-2.1653,4.5416,-2.2495,1.6218
2019-01-26 01:00:00,-0.3595,5.2568,-1.1075,0.0418
2019-01-26 07:00:00,0.5525,5.7577,1.7343,-0.8382
2019-01-26 13:00:00,3.4093,8.9677,3.5017,7.5208
2019-01-26 19:00:00,2.1322,7.5829,2.9406,1.8208
2019-01-27 01:00:00,1.6922,6.516,4.2241,-0.4992
2019-01-27 07:00:00,2.8701,6.2218,3.7482,1.6208
2019-01-27 13:00:00,6.5751,9.0031,5.9847,5.0311
2019-01-27 19:00:00,2.5956,5.2572,3.6545,4.7111
2019-01-28 01:00:00,1.6693,4.9686,3.172,5.3311
2019-01-28 07:00:00,-0.4361,2.6783,1.7852,3.9711
2019-01-28 13:00:00,3.364,6.7915,3.9466,10.5743
2019-01-28 19:00:00,1.0137,4.0793,1.8531,2.5943
2019-01-29 01:00:00,1.159,1.7925,0.7514,0.9343
2019-01-29 07:00:00,-0.6704,0.3463,-0.6978,-0.7457
2019-01-29 13:00:00,3.1299,5.4602,2.6913,8.6892
2019-01-29 19:00:00,-0.1035,4.2448,-0.772,2.8892
2019-01-30 01:00:00,-0.4663,2.823,-1.0397,2.2692
2019-01-30 07:00:00,0.3457,2.9287,-2.0798,1.5892
2019-01-30 13:00:00,3.6806,5.2916,2.5664,4.9526
2019-01-30 19:00:00,-1.1464,3.3409,0.873,3.2926
2019-01-31 01:00:00,-1.2093,2.1718,-0.1827,1.4526
2019-01-31 07:00:00,-1.4912,-0.5343,-1.3455,-0.9474
2019-01-31 13:00:00,2.6772,5.0075,2.5191,5.644
2019-01-31 19:00:00,0.5529,5.3349,0.0236,5.084
2019-02-01 01:00:00,2.8294,6.03,-0.3962,5.344
2019-02-01 07:00:00,2.081,5.548,-0.7612,5.764
2019-02-01 13:00:00,3.3158,8.8285,2.2068,6.4603
2019-02-01 19:00:00,1.2028,6.9613,0.9739,6.1003
2019-02-02 01:00:00,2.4318,5.5303,1.3432,6.2603
2019-02-02 07:00:00,-0.289,4.914,0.8884,5.7203
2019-02-02 13:00:00,4.7162,6.798,3.0611,7.3992
2019-02-02 19:00:00,3.7204,4.7156,1.822,6.4592
2019-02-03 01:00:00,2.8344,4.224,2.0773,5.2192
2019-02-03 07:00:00,1.3472,2.719,1.0398,4.3792
2019-02-03 13:00:00,2.1396,6.545,2.8838,8.0295
2019-02-03 19:00:00,0.5264,4.6064,0.9835,5.3895
2019-02-04 01:00:00,0.0396,1.7119,-0.2364,6.2695
2019-02-04 07:00:00,-2.8899,0.9051,-1.7832,2.9895
2019-02-04 13:00:00,1.7577,6.1854,3.6944,11.5661
2019-02-04 19:00:00,-0.5201,4.4821,1.2382,5.6461
2019-02-05 01:00:00,-1.7394,3.9937,0.7807,3.3261
2019-02-05 07:00:00,-2.722,0.9863,0.4871,1.8861
2019-02-05 13:00:00,0.9302,7.9448,3.9255,10.9524
2019-02-05 19:00:00,-1.4186,6.1862,2.2608,5.4524
2019-02-06 01:00:00,-3.2874,4.8002,0.7438,2.3924
2019-02-06 07:00:00,-4.4955,4.5775,-0.6722,1.3724
2019-02-06 13:00:00,-0.0005,10.4461,4.5268,11.184
2019-02-06 19:00:00,-1.0443,9.2956,2.8284,8.264
2019-02-07 01:00:00,-3.061,7.5041,1.2692,1.964
2019-02-07 07:00:00,-1.9515,7.2906,0.8946,0.244
2019-02-07 13:00:00,1.2284,9.9388,5.782,9.6879
2019-02-07 19:00:00,0.401,7.37,5.3027,5.2279
2019-02-08 01:00:00,-0.0066,6.2193,4.5128,3.5079
2019-02-08 07:00:00,-1.6768,5.8868,3.3042,1.0679
2019-02-08 13:00:00,4.9274,10.1302,8.1305,12.0915
2019-02-08 19:00:00,1.2996,8.6458,6.4783,8.8315
2019-02-09 01:00:00,-0.141,7.6693,6.3678,3.6315
2019-02-09 07:00:00,4.0276,6.3814,6.3208,1.2915
2019-02-09 13:00:00,9.4223,12.3783,10.0543,12.4011
2019-02-09 19:00:00,3.6971,9.7218,7.9405,9.0411
2019-02-10 01:00:00,3.9755,9.2052,7.3723,9.0411
2019-02-10 07:00:00,3.3278,9.5332,6.2234,8.1811
2019-02-10 13:00:00,10.6396,10.2979,9.1279,10.6029
2019-02-10 19:00:00,4.5082,7.8609,7.6523,9.1429
2019-02-11 01:00:00,3.8747,6.4546,5.691,8.5829
2019-02-11 07:00:00,1.0909,4.5463,4.3014,7.7229
2019-02-11 13:00:00,5.5891,9.2736,6.2539,13.597
2019-02-11 19:00:00,2.8047,6.8346,3.9274,8.377
2019-02-12 01:00:00,1.7257,3.7165,3.0734,7.257
2019-02-12 07:00:00,0.0282,0.8138,2.4823,5.437
2019-02-12 13:00:00,5.2211,8.3933,5.7766,15.4553
2019-02-12 19:00:00,2.5224,4.6669,3.3778,9.2553
2019-02-13 01:00:00,-0.5354,1.2288,3.0662,4.8553
2019-02-13 07:00:00,-1.576,0.1269,3.3382,2.0153
2019-02-13 13:00:00,6.1481,7.7484,7.5405,12.6755
2019-02-13 19:00:00,2.8933,5.7809,6.1645,7.8155
2019-02-14 01:00:00,-0.4046,2.6349,4.2312,4.0155
2019-02-14 07:00:00,0.5175,1.3892,1.8259,1.8955
2019-02-14 13:00:00,8.6148,11.607,9.3242,13.5505
2019-02-14 19:00:00,3.1968,7.3205,4.0253,8.2905
2019-02-15 01:00:00,0.6879,4.0013,0.9535,3.6305
2019-02-15 07:00:00,0.5645,2.4576,-0.3244,2.0905
2019-02-15 13:00:00,8.6173,13.0406,12.1122,14.7425
2019-02-15 19:00:00,3.3262,8.2851,5.7662,8.7625
2019-02-16 01:00:00,0.3745,3.5827,3.1254,5.0425
2019-02-16 07:00:00,0.7903,3.1064,2.2714,2.4025
2019-02-16 13:00:00,10.5101,14.4349,13.8334,14.327
2019-02-16 19:00:00,5.4403,9.1694,6.877,8.907
2019-02-17 01:00:00,0.7672,4.9815,3.7759,4.347
2019-02-17 07:00:00,0.488,4.6661,2.3534,1.567
2019-02-17 13:00:00,10.9259,15.2403,13.2888,14.3658
2019-02-17 19:00:00,4.4991,9.3432,6.7131,8.7258
2019-02-18 01:00:00,-0.5078,6.1948,3.9003,5.5658
2019-02-18 07:00:00,-0.1915,4.1822,1.8651,4.5458
2019-02-18 13:00:00,10.7401,14.0295,14.2269,13.8961
2019-02-18 19:00:00,2.4993,9.2053,7.131,9.4361
2019-02-19 01:00:00,1.3198,7.3299,5.2865,5.8961
2019-02-19 07:00:00,-0.6251,5.6323,5.7505,4.6161
2019-02-19 13:00:00,11.3779,11.5127,11.1981,13.0796
2019-02-19 19:00:00,6.2278,9.4567,8.3448,9.3196
2019-02-20 01:00:00,3.3483,4.553,6.8743,5.0596
2019-02-20 07:00:00,1.2649,2.7316,5.2513,3.8396
2019-02-20 13:00:00,11.6097,12.0962,11.2625,13.1854
2019-02-20 19:00:00,6.1886,9.5476,8.5309,11.5854
2019-02-21 01:00:00,2.92,4.8782,7.5095,5.1854
2019-02-21 07:00:00,2.4138,3.4084,7.1884,3.8654
2019-02-21 13:00:00,12.6834,14.0241,12.3756,14.0321
2019-02-21 19:00:00,7.8358,9.4011,10.0159,10.5121
2019-02-22 01:00:00,5.0283,4.9221,9.9425,6.3321
2019-02-22 07:00:00,4.8139,3.7467,6.8462,5.0321
2019-02-22 13:00:00,12.9104,15.3046,8.4358,17.6144
2019-02-22 19:00:00,8.3792,11.6282,5.112,12.9544
2019-02-23 01:00:00,6.4483,8.5878,2.5859,8.5544
2019-02-23 07:00:00,3.4853,5.9642,-0.4745,6.7144
2019-02-23 13:00:00,9.4617,15.0377,6.6377,10.6909
2019-02-23 19:00:00,5.4754,10.2089,3.3196,5.7909
2019-02-24 01:00:00,2.8452,6.7141,0.8879,3.3909
2019-02-24 07:00:00,-0.6429,4.0763,-0.458,1.7509
2019-02-24 13:00:00,8.6405,14.2145,10.6164,10.7807
2019-02-24 19:00:00,5.1309,9.6933,5.4964,6.4207
2019-02-25 01:00:00,3.033,5.5738,1.8867,4.1607
2019-02-25 07:00:00,1.3535,3.5147,0.5712,2.6007
2019-02-25 13:00:00,10.8141,16.3136,14.1965,14.6946
2019-02-25 19:00:00,7.5909,11.1644,7.514,10.1946
2019-02-26 01:00:00,2.6674,7.1665,4.2115,7.7546
2019-02-26 07:00:00,1.7357,5.4258,2.5375,4.9946
2019-02-26 13:00:00,12.3327,17.8564,14.5143,17.1911
2019-02-26 19:00:00,5.9824,12.1598,8.4995,14.4511
2019-02-27 01:00:00,2.8871,7.6562,4.3053,8.0311
2019-02-27 07:00:00,2.0384,4.6654,3.0846,5.6311
2019-02-27 13:00:00,13.8401,18.4372,16.8037,19.5129
2019-02-27 19:00:00,8.6966,14.3146,9.8941,13.9729
2019-02-28 01:00:00,3.8424,8.3069,7.1666,7.1529
2019-02-28 07:00:00,3.7506,9.6719,6.6972,5.6929
2019-02-28 13:00:00,17.6542,16.1339,13.8318,17.2222
2019-02-28 19:00:00,8.2876,13.2153,10.1901,12.4222
2019-03-01 01:00:00,9.3157,11.696,8.6243,10.3022
2019-03-01 07:00:00,6.4468,10.0541,7.2666,7.8022
2019-03-01 13:00:00,8.9248,13.6784,8.1653,15.138
2019-03-01 19:00:00,5.71,11.7652,6.4755,11.978
2019-03-02 01:00:00,6.7914,10.7711,6.1139,9.778
2019-03-02 07:00:00,4.7505,9.0168,4.9977,6.078
2019-03-02 13:00:00,10.5823,14.3663,8.3357,17.3185
2019-03-02 19:00:00,7.1391,11.7164,7.5583,12.1585
2019-03-03 01:00:00,8.128,10.4893,7.9563,7.3585
2019-03-03 07:00:00,3.8067,9.4863,9.0369,4.2785
2019-03-03 13:00:00,14.0827,15.0366,11.9585,15.7514
2019-03-03 19:00:00,9.5676,13.8504,11.1104,11.7514
2019-03-04 01:00:00,6.8302,12.055,11.4073,8.8914
2019-03-04 07:00:00,6.9884,10.4807,10.2245,8.2114
2019-03-04 13:00:00,10.211,11.7609,11.3451,12.1555
2019-03-04 19:00:00,6.3837,9.6912,7.6844,10.7355
2019-03-05 01:00:00,6.8618,8.3627,7.2362,8.6355
2019-03-05 07:00:00,4.0341,7.2182,5.463,6.3555
2019-03-05 13:00:00,13.1956,12.4332,8.3837,15.4468
2019-03-05 19:00:00,8.8071,10.5356,5.8051,10.7268
2019-03-06 01:00:00,5.2233,9.2685,3.9688,7.1268
2019-03-06 07:00:00,3.5023,9.3712,3.4382,4.0668
2019-03-06 13:00:00,13.7135,13.8534,11.5185,14.7493
2019-03-06 19:00:00,10.9261,12.6648,10.447,12.1293
2019-03-07 01:00:00,9.4705,11.951,9.8821,11.2893
2019-03-07 07:00:00,6.8456,8.9922,8.6142,10.3293
2019-03-07 13:00:00,12.0374,13.0758,12.5163,15.1094
2019-03-07 19:00:00,7.6526,10.2228,8.9932,12.0694
2019-03-08 01:00:00,7.5312,7.9147,8.409,11.1494
2019-03-08 07:00:00,6.1234,6.1873,7.289,9.3294
2019-03-08 13:00:00,10.62,13.3613,9.1533,16.1773
2019-03-08 19:00:00,7.0077,10.7881,6.5199,11.7173
2019-03-09 01:00:00,8.4755,8.9726,6.4656,9.5573
2019-03-09 07:00:00,7.7317,9.3376,7.3713,7.9573
2019-03-09 13:00:00,12.1293,13.045,11.1411,16.8486
2019-03-09 19:00:00,10.0526,12.7375,7.3159,12.7686
2019-03-10 01:00:00,11.343,12.2542,7.2144,10.8886
2019-03-10 07:00:00,11.5601,11.2365,5.4858,9.3886
2019-03-10 13:00:00,15.42,15.4389,9.776,16.1926
2019-03-10 19:00:00,10.2109,11.1613,6.0945,13.6926
2019-03-11 01:00:00,8.4611,9.1623,3.9574,12.5926
2019-03-11 07:00:00,5.0856,6.2742,2.6293,11.1526
2019-03-11 13:00:00,4.8219,11.0715,5.4882,17.0365
2019-03-11 19:00:00,3.7069,7.79,3.9848,10.2565
2019-03-12 01:00:00,2.8355,4.4706,2.9469,8.6565
2019-03-12 07:00:00,0.4371,4.2118,2.3295,5.4965
2019-03-12 13:00:00,8.98,12.6173,8.0276,15.0675
2019-03-12 19:00:00,6.6359,9.6858,7.3041,10.1075
2019-03-13 01:00:00,8.6783,6.9136,7.1076,6.7075
2019-03-13 07:00:00,4.0934,5.5713,4.3485,5.1675
2019-03-13 13:00:00,8.7132,10.9903,8.4576,14.2363
2019-03-13 19:00:00,5.6236,9.0994,6.3179,10.3563
2019-03-14 01:00:00,5.9243,7.6213,5.8606,7.4363
2019-03-14 07:00:00,4.0086,7.3284,5.0577,3.4763
2019-03-14 13:00:00,6.6015,11.2734,7.0775,16.1037
2019-03-14 19:00:00,5.2669,11.1246,6.0038,11.6237
2019-03-15 01:00:00,7.6456,11.1928,6.8482,9.2037
2019-03-15 07:00:00,6.9651,10.6135,6.2602,7.3037
2019-03-15 13:00:00,11.6043,14.5012,9.7468,18.3884
2019-03-15 19:00:00,10.3408,12.8963,9.5505,14.2284
2019-03-16 01:00:00,11.2546,11.7152,8.5587,10.9484
2019-03-16 07:00:00,8.4574,8.9911,7.6587,9.5284
2019-03-16 13:00:00,15.7699,14.3617,9.4222,19.8194
2019-03-16 19:00:00,10.6229,11.9937,9.6532,14.4994
2019-03-17 01:00:00,5.0845,9.4538,9.7986,11.1794
2019-03-17 07:00:00,5.3367,8.2214,8.8213,9.9194
2019-03-17 13:00:00,17.2156,12.2071,11.6685,16.1741
2019-03-17 19:00:00,6.1715,9.0483,6.6363,12.8941
2019-03-18 01:00:00,4.4048,6.2275,4.4344,12.3341
2019-03-18 07:00:00,3.2119,5.3237,3.4842,9.9541
2019-03-18 13:00:00,8.199,11.5941,7.8257,16.556
2019-03-18 19:00:00,4.89,9.1068,5.0474,10.696
2019-03-19 01:00:00,3.0876,5.6939,3.2089,8.976
2019-03-19 07:00:00,-0.0495,3.3037,1.874,5.916
2019-03-19 13:00:00,9.2318,12.1114,8.3254,13.3868
2019-03-19 19:00:00,5.5936,10.0837,4.6314,8.9868
2019-03-20 01:00:00,1.9626,6.3852,1.109,7.5668
2019-03-20 07:00:00,0.5154,4.1053,1.0654,5.5268
2019-03-20 13:00:00,10.5949,13.8648,11.0773,14.6889
2019-03-20 19:00:00,5.6483,10.2405,8.4408,10.0489
2019-03-21 01:00:00,3.1922,6.0322,6.9835,7.1089
2019-03-21 07:00:00,0.0345,3.9633,5.5356,5.2089
2019-03-21 13:00:00,11.4915,14.8141,12.9854,16.4518
2019-03-21 19:00:00,8.8391,11.3125,10.0925,13.0718
2019-03-22 01:00:00,3.1973,6.6022,6.2162,7.9918
2019-03-22 07:00:00,2.5592,4.9162,5.118,6.3918
2019-03-22 13:00:00,15.0866,16.5608,14.1837,18.9955
2019-03-22 19:00:00,11.3424,12.0497,11.0946,15.0155
2019-03-23 01:00:00,4.8292,7.1769,7.2006,9.0955
2019-03-23 07:00:00,4.0078,4.8106,5.9389,8.0155
2019-03-23 13:00:00,17.0969,16.3616,13.8721,21.1312
2019-03-23 19:00:00,12.3378,12.8132,10.4245,17.5712
2019-03-24 01:00:00,5.7077,8.6238,6.141,10.2512
2019-03-24 07:00:00,3.5611,7.7127,4.3193,9.2512
2019-03-24 13:00:00,17.4029,15.2671,11.6719,21.8811
2019-03-24 19:00:00,10.853,11.8883,7.6925,16.7811
2019-03-25 01:00:00,7.0194,7.6985,4.7322,11.6411
2019-03-25 07:00:00,5.8641,6.386,4.4372,9.7811
2019-03-25 13:00:00,12.3286,13.8992,7.8695,21.5527
2019-03-25 19:00:00,6.3531,10.4172,5.9985,14.2927
2019-03-26 01:00:00,4.9472,7.6281,3.6686,11.9527
2019-03-26 07:00:00,2.8034,4.7377,3.8455,8.2127
2019-03-26 13:00:00,9.576,12.754,8.299,15.5667
2019-03-26 19:00:00,5.0017,10.9641,6.6413,11.4467
2019-03-27 01:00:00,3.1938,6.5974,5.0754,7.8867
2019-03-27 07:00:00,2.0556,4.4826,4.9088,8.2667
2019-03-27 13:00:00,11.8859,13.9713,9.7998,15.8387
2019-03-27 19:00:00,7.9002,11.6737,8.2284,11.7387
2019-03-28 01:00:00,5.0974,8.0234,7.4123,8.0787
2019-03-28 07:00:00,3.068,6.4297,6.1205,7.7187
2019-03-28 13:00:00,13.9789,15.1141,11.8414,16.389
2019-03-28 19:00:00,9.8415,12.2685,9.9346,13.609
2019-03-29 01:00:00,7.2,7.732,8.0584,8.749
2019-03-29 07:00:00,4.3346,6.2736,7.3319,9.469
2019-03-29 13:00:00,15.6398,17.4516,14.353,18.1085
2019-03-29 19:00:00,11.2802,13.9957,10.4854,13.9085
2019-03-30 01:00:00,6.2476,8.0884,5.5434,8.4085
2019-03-30 07:00:00,5.4084,7.7146,5.0174,6.5285
2019-03-30 13:00:00,17.7201,18.7303,17.8516,19.2033
2019-03-30 19:00:00,13.1762,13.895,12.6602,15.0233
2019-03-31 01:00:00,6.5114,8.9057,7.9704,9.1433
2019-03-31 08:00:00,5.3292,6.7438,6.4959,7.8233
2019-03-31 14:00:00,18.5754,19.2767,13.7195,20.1142
2019-03-31 20:00:00,12.1636,15.327,8.649,14.5142
2019-04-01 02:00:00,8.2817,10.4185,3.4939,8.8942
2019-04-01 08:00:00,5.9534,8.2775,3.381,9.1742
2019-04-01 14:00:00,16.611,18.2621,12.5421,21.2671
2019-04-01 20:00:00,12.0553,15.1787,9.1923,16.5471
2019-04-02 02:00:00,8.3435,12.215,6.1954,12.1871
2019-04-02 08:00:00,6.9253,10.7314,5.4978,11.7671
2019-04-02 14:00:00,19.8284,16.9246,15.8524,19.8316
2019-04-02 20:00:00,13.7288,11.6098,12.7966,15.6516
2019-04-03 02:00:00,12.6935,9.7822,10.7085,13.0516
2019-04-03 08:00:00,7.8829,7.5859,8.9507,11.2916
2019-04-03 14:00:00,11.1569,10.0882,15.2642,13.5324
2019-04-03 20:00:00,4.1882,8.4816,11.489,12.9124
2019-04-04 02:00:00,4.1543,5.4999,9.0051,12.7524
2019-04-04 08:00:00,2.4327,4.0423,7.6468,11.6924
2019-04-04 14:00:00,3.2405,11.1078,13.1663,14.3181
2019-04-04 20:00:00,2.2863,9.9557,10.5763,10.2981
2019-04-05 02:00:00,1.6315,5.7662,8.1625,8.4581
2019-04-05 08:00:00,2.4766,5.3872,7.4221,8.4781
2019-04-05 14:00:00,8.0358,13.9461,11.9526,14.1769
2019-04-05 20:00:00,5.9588,11.6149,10.5642,12.4169
2019-04-06 02:00:00,2.3101,8.4857,7.8511,10.5569
2019-04-06 08:00:00,2.9461,6.7222,8.2169,9.3369
2019-04-06 14:00:00,12.1858,13.8211,17.5154,14.9955
2019-04-06 20:00:00,10.6082,12.4526,13.7095,12.5555
2019-04-07 02:00:00,6.5671,8.1512,9.1906,10.7555
2019-04-07 08:00:00,6.732,8.0295,8.3543,9.9555
2019-04-07 14:00:00,10.6627,14.1983,18.2531,13.865
2019-04-07 20:00:00,8.067,12.2723,13.0274,10.925
2019-04-08 02:00:00,7.4127,8.3991,8.8709,8.345
2019-04-08 08:00:00,5.9651,7.1862,7.8611,7.605
2019-04-08 14:00:00,13.4703,15.9753,16.435,16.8099
2019-04-08 20:00:00,10.2848,13.2767,11.1057,14.9499
2019-04-09 02:00:00,7.5654,9.2633,7.2838,11.1299
2019-04-09 08:00:00,6.5114,7.3887,6.397,10.1299
2019-04-09 14:00:00,13.8013,14.8049,12.6939,18.3816
2019-04-09 20:00:00,10.8632,12.5064,9.4128,13.4216
2019-04-10 02:00:00,7.185,10.2283,4.7549,11.2216
2019-04-10 08:00:00,6.7203,8.6085,5.0557,10.4816
2019-04-10 14:00:00,12.9045,14.2423,10.8248,17.5863
2019-04-10 20:00:00,9.9777,12.9581,7.8231,13.4863
2019-04-11 02:00:00,9.8963,10.0627,3.7093,11.7663
2019-04-11 08:00:00,7.3616,7.2274,2.9137,10.6063
2019-04-11 14:00:00,11.5726,14.407,8.225,15.2984
2019-04-11 20:00:00,9.2064,12.1149,6.0861,12.9784
2019-04-12 02:00:00,6.8903,7.9251,3.5613,12.1984
2019-04-12 08:00:00,5.2924,5.7823,2.8632,11.3184
2019-04-12 14:00:00,11.5434,13.6218,6.3215,16.4657
2019-04-12 20:00:00,8.9574,11.4332,4.5361,13.3857
2019-04-13 02:00:00,4.5307,6.665,2.5051,11.6257
2019-04-13 08:00:00,3.9577,4.5599,2.1664,10.3257
2019-04-13 14:00:00,10.4338,11.9892,6.813,15.4205
2019-04-13 20:00:00,6.2566,10.1547,5.0285,12.6005
2019-04-14 02:00:00,3.6452,4.7987,3.0423,10.3605
2019-04-14 08:00:00,2.5043,3.7169,2.4651,9.4405
2019-04-14 14:00:00,6.8377,11.0683,8.3033,12.8706
2019-04-14 20:00:00,4.9289,9.8016,7.273,10.2706
2019-04-15 02:00:00,3.9324,4.9497,4.9066,10.5706
2019-04-15 08:00:00,3.7776,5.2543,3.9851,9.4506
2019-04-15 14:00:00,11.8925,15.6191,13.2724,18.346
2019-04-15 20:00:00,10.9937,13.9001,9.6372,13.846
2019-04-16 02:00:00,5.9741,10.7185,4.7958,10.186
2019-04-16 08:00:00,6.4378,10.3057,4.4927,11.046
2019-04-16 14:00:00,15.3386,14.5688,15.8318,19.3162
