number,value,datetime_start,datetime_complete,duration,params_alpha,params_l1_ratio,params_max_iter,state
0,19.845759251087976,2023-11-12 19:34:28.473769,2023-11-12 19:34:30.298587,0 days 00:00:01.824818,6.326083149254568,0.9139438510704366,4257,COMPLETE
1,24.04315183212311,2023-11-12 19:34:30.299231,2023-11-12 19:34:32.031549,0 days 00:00:01.732318,74.02692863811967,0.09317026602575984,1692,COMPLETE
