number,value,datetime_start,datetime_complete,duration,params_alpha,params_l1_ratio,params_max_iter,state
0,20.373795179450386,2023-11-12 20:37:54.462599,2023-11-12 20:37:56.393976,0 days 00:00:01.931377,7.71064867786947,0.6943509315056972,2153,COMPLETE
1,22.81957783992022,2023-11-12 20:37:56.394481,2023-11-12 20:37:58.082088,0 days 00:00:01.687607,59.019935604821264,0.06454854193878734,2177,COMPLETE
